date,sr,fact,enc_hub
2022-05-19,3615,3264,53
2022-05-19,3167,3643,96
2021-08-19,3807,4752,64
2021-08-19,8,10,98
2022-05-19,16,960,69
2021-07-06,239,256,125
2021-06-13,2317,2479,44
2021-12-26,422,578,69
2022-03-06,4746,7593,119
2021-08-19,5483,5656,33
2022-05-19,13649,16221,63
2021-07-06,389,326,29
2021-07-06,43,1112,134
2021-06-03,441,3,115
2021-06-15,12478,11990,65
2021-12-26,1117,1310,102
2021-06-15,440,419,79
2022-03-06,831,1849,24
2021-08-19,725,1054,89
2022-03-06,8189,11923,65
2022-03-06,52,2,17
2021-08-19,299,374,112
2021-06-13,1,1,13
2022-05-19,758,939,102
2021-06-03,918,1160,50
2021-08-19,659,669,108
2021-06-13,577,2198,84
2022-03-06,88,130,75
2021-12-26,4854,5337,25
2022-05-19,46,464,20
2021-08-19,8940,10414,65
2021-01-09,21,22,3
2021-12-07,2092,2106,26
2022-05-17,2380,2316,39
2022-06-17,18160,20489,62
2021-12-23,7695,8491,107
2021-12-23,2025,2101,116
2021-04-05,265,261,70
2021-12-07,7323,6842,64
2022-06-17,2430,2679,98
2022-03-12,3003,2471,121
2022-05-17,679,712,117
2021-12-07,1612,1644,30
2022-06-17,2422,2659,46
2022-06-17,1791,2418,116
2021-12-23,1253,1561,98
2022-06-17,1222,1066,86
2021-12-07,17932,17600,103
2021-12-07,918,1158,99
2022-04-08,5681,7509,58
2021-12-23,9850,6142,46
2022-06-17,758,5006,42
2021-12-07,297,262,8
2021-11-15,2490,2470,58
2022-04-08,3535,2944,107
2021-11-15,3603,3235,107
2021-09-04,328,409,26
2021-09-04,420,289,116
2021-04-05,2956,3488,25
2022-05-17,18,349,109
2022-06-17,551,741,28
2022-06-17,8,106,92
2022-04-08,1044,1001,99
2021-09-04,20107,25302,62
2022-03-12,2821,3599,31
2021-09-04,2187,3121,64
2022-03-12,2,13,13
2022-04-08,7150,9254,33
2022-04-08,590,613,8
2021-12-23,4,7,81
2021-11-15,18109,17135,103
2021-11-15,1025,1130,99
2021-09-04,12,7,98
2021-12-23,482,534,28
2021-12-23,724,767,92
2022-03-12,4035,3047,120
2022-03-12,78,78,74
2021-12-07,572,432,36
2022-06-17,7,153,81
2022-03-12,4,3,2
2022-04-08,2814,3397,25
2022-04-08,9307,11407,103
2021-11-15,1101,1072,43
2022-05-17,272,241,75
2022-06-17,2,17,1
2022-05-17,2961,4340,67
2022-04-08,8584,12178,57
2021-09-04,348,531,108
2021-04-05,280,305,112
2021-12-07,696,735,28
2021-12-23,971,997,36
2022-04-08,4827,4794,20
2021-11-15,5311,6200,25
2022-06-17,3,2,36
2021-09-04,4244,3746,33
2022-06-17,659,536,80
2021-04-05,22388,26609,62
2021-09-04,263,380,89
2022-05-17,7532,8341,119
2022-05-17,16152,13148,65
2021-04-05,378,383,98
2022-05-17,4451,6189,24
2021-12-23,299,321,32
2022-06-17,1,2,40
2022-03-12,291,492,23
2022-05-17,2447,2394,79
2021-12-07,855,1028,41
2021-11-15,11570,12358,57
2022-04-08,1515,1773,116
2021-04-05,2944,2979,33
2021-11-15,2364,2684,26
2021-12-23,1,16,40
2021-11-15,1922,2106,116
2022-03-12,6132,5356,44
2021-04-05,65,64,108
2022-06-17,1474,1532,82
2022-03-12,617,795,97
2022-03-12,141,142,45
2021-11-15,1248,1210,30
2021-11-15,6658,8133,64
2022-04-08,17505,19893,62
2022-05-17,1333,2166,121
2021-11-15,55448,57238,62
2022-04-08,1774,1853,43
2022-04-08,781,918,30
2022-05-17,14593,14297,60
2021-09-04,8960,9965,103
2022-04-08,2507,3566,64
2022-03-12,1334,27,127
2021-12-07,539,542,92
2021-11-15,5726,5271,98
2021-11-15,1741,1963,108
2021-12-23,1139,1183,41
2021-04-05,400,544,38
2021-12-07,3,1,81
2022-04-08,2097,2200,98
2021-11-15,5741,6006,46
2021-11-15,13575,13386,33
2022-06-17,806,1676,41
2021-09-04,1897,2099,25
2021-09-04,33,31,43
2022-04-08,2630,3022,46
2022-05-17,24643,22280,104
2021-11-15,2765,3828,12
2021-11-15,3697,3654,89
2021-09-04,1934,2097,57
2021-12-07,7,30,32
2021-11-15,14161,5349,19
2022-04-08,698,640,86
2021-04-05,7692,8639,103
2021-04-05,3679,4182,64
2022-04-08,2452,4115,12
2021-12-23,32,68,1
2022-04-08,2143,2679,108
2021-12-23,1663,1664,4
2021-11-15,179,597,28
2021-11-15,523,494,81
2021-12-23,1525,1645,49
2021-01-09,2131,2321,33
2021-12-23,57582,64107,68
2022-05-17,374,358,13
2021-04-05,2,3,93
2022-04-08,650,867,28
2021-01-09,15,13,108
2022-06-17,6265,6162,49
2022-05-17,4609,3035,31
2021-12-07,789,863,125
2022-06-17,1663,2067,125
2021-11-15,705,364,32
2021-12-07,2570,2767,134
2022-04-08,1112,1897,41
2021-12-23,14078,13718,105
2022-05-17,917,914,23
2021-11-15,686,760,41
2022-03-12,695,1183,124
2021-04-05,2220,1999,11
2021-09-04,15,12,93
2022-05-17,6,9,87
2021-04-05,3103,3761,90
2021-01-09,109,115,38
2022-05-17,2188,2758,45
2022-04-08,1722,1757,32
2022-06-17,2398,2807,131
2022-03-12,819,1002,5
2021-01-09,3406,13720,103
2021-12-23,3140,3187,131
2022-04-08,188,260,1
2022-04-08,4,2,36
2021-12-07,2654,2696,10
2022-04-08,239,214,80
2021-11-15,1,180,36
2022-05-17,1,7,74
2022-05-17,7109,7526,120
2022-04-08,225,230,82
2021-12-23,3811,4132,10
2022-05-17,2,88,2
2021-09-04,114,118,28
2021-12-23,805,708,125
2022-06-17,1513,1676,10
2021-01-09,2177,2528,64
2021-12-07,1851,1830,4
2021-09-04,861,1121,11
2021-12-07,45721,50285,68
2021-12-23,6059,7460,134
2022-04-08,682,1082,81
2021-01-09,1724,2191,25
2022-05-17,47,2,44
2021-04-05,2255,2813,72
2022-06-17,4832,5578,134
2021-12-07,360,360,49
2021-04-05,196,192,28
2021-04-05,576,692,100
2021-12-07,17042,15960,105
2021-04-05,886,947,6
2022-04-08,885,1204,92
2021-01-09,18041,18180,62
2021-04-05,6063,6386,18
2022-06-17,23550,27702,68
2021-12-07,2060,2011,131
2022-06-17,667,651,4
2022-03-12,1,1,0
2021-09-04,189,290,100
2021-01-09,1,28,123
2021-11-15,442,400,92
2022-05-17,33345,35004,68
2022-04-08,4638,5100,120
2021-09-04,1373,1954,84
2022-06-17,874,585,0
2021-01-09,126,131,121
2022-03-12,6650,6694,58
2021-04-05,418,386,97
2021-04-05,222,208,22
2022-05-17,2,10,9
2021-12-07,1338,1407,35
2021-09-04,3,3,73
2021-01-09,4728,6025,65
2021-09-04,181,154,23
2022-06-17,15877,16434,101
2022-06-17,773,1404,124
2022-04-08,1325,1751,97
2021-11-15,4413,5479,71
2022-05-17,1406,1566,4
2022-04-08,4335,4870,44
2022-04-08,169,138,73
2021-12-23,2822,2137,122
2021-09-04,148,195,22
2021-11-15,9799,7952,44
2021-11-15,2665,2482,97
2021-04-05,2846,2995,31
2022-03-12,16890,21333,56
2021-11-15,1019,937,13
2021-12-23,2190,2749,5
2021-09-04,5099,4720,31
2021-09-04,4,5,130
2022-06-17,2716,3036,5
2021-11-15,3739,4135,127
2022-04-08,918,1035,13
2021-01-09,4136,5321,104
2022-03-12,3348,4363,85
2021-11-15,8157,8695,84
2022-04-08,573,510,23
2022-04-08,940,1474,45
2022-04-08,549,619,87
2021-11-15,622,612,23
2022-03-12,5038,4548,55
2021-11-15,10,16,73
2021-04-05,2001,3668,84
2021-01-09,22,20,79
2021-12-23,1345,1480,35
2022-03-12,5,170,111
2021-09-04,1845,1936,71
2022-05-17,15,115,10
2022-05-17,7161,7807,49
2021-12-07,2292,2097,5
2021-09-04,3674,3920,44
2022-03-12,1456,1859,136
2022-05-17,1491,1354,125
2021-11-15,2,2,87
2021-09-04,1100,709,97
2021-12-07,2638,3062,122
2022-05-17,7881,7745,134
2021-11-15,26,21,130
2021-11-15,1301,1,120
2021-12-23,1,2,0
2022-04-08,178,155,74
2021-11-15,6113,6331,31
2022-05-17,2461,3221,131
2022-06-17,3358,5280,61
2022-04-08,2975,3619,31
2021-09-04,138,159,88
2022-03-12,3473,3679,91
2022-06-17,6224,5175,96
2022-04-08,24,23,0
2021-12-07,23838,23240,63
2021-12-07,612,751,39
2021-12-23,56,94,96
2021-12-07,3136,3959,135
2022-03-12,892,1520,108
2022-05-17,24511,25290,56
2022-06-17,6095,7109,14
2022-06-17,5972,6532,76
2021-12-23,8739,8487,76
2022-03-12,8347,8989,33
2021-11-15,1730,1857,122
2022-03-12,3,1,86
2022-04-08,11663,13326,101
2022-04-08,1447,1420,124
2021-04-05,315,403,50
2021-09-04,188,242,5
2021-12-07,697,863,117
2022-06-17,4194,4015,37
2021-11-15,13,11,0
2022-03-12,2806,2261,20
2021-09-04,7162,10679,61
2022-06-17,114,155,110
2022-03-12,86,99,8
2021-09-04,199,181,118
2021-12-23,2817,1816,102
2021-01-09,418,2404,84
2021-12-23,4947,6002,94
2021-12-07,963,1116,21
2021-12-07,254,230,110
2022-06-17,373,514,117
2022-03-12,32,22,26
2021-12-07,323,452,37
2021-04-05,9720,11529,61
2021-12-07,3118,3834,133
2022-03-12,3136,2913,64
2021-12-23,3925,4246,14
2022-05-17,9813,10975,58
2021-12-07,1672,1562,113
2021-12-07,9135,8558,76
2022-03-12,493,647,30
2022-05-17,2046,2870,55
2022-03-12,6910,7870,103
2022-03-12,311,1243,99
2021-12-23,51953,52487,66
2022-03-12,1054,959,43
2022-04-08,2258,2599,5
2022-06-17,2858,2806,69
2021-04-05,273,283,118
2021-12-23,1191,1592,69
2022-03-12,3502,4204,46
2021-11-15,1625,1784,5
2021-12-23,25475,24760,63
2022-03-12,3274,3015,25
2021-12-07,7124,7511,53
2022-06-17,15119,17148,63
2021-12-07,186,83,96
2021-04-05,416,333,115
2022-05-17,1991,2747,136
2021-09-04,628,654,122
2021-12-23,772,918,39
2022-03-12,3427,3400,89
2022-06-17,1796,1674,39
2022-05-17,9958,8671,91
2022-03-12,8571,9219,57
2022-03-12,3080,3936,12
2021-12-23,1370,1025,117
2021-01-09,344,264,97
2022-05-17,9216,9924,85
2022-05-17,3588,3761,111
2021-12-23,869,1183,21
2021-12-23,327,291,110
2021-12-23,1725,1635,37
2021-12-07,1710,1874,102
2022-06-17,306,488,51
2022-06-17,508,492,7
2022-03-12,4501,4067,107
2021-01-09,1148,1299,31
2021-04-05,537,1726,122
2022-03-12,1073,1695,116
2022-06-17,1779,2411,21
2021-12-07,4450,4996,94
2021-12-23,20,22,7
2021-12-07,4623,4511,14
2022-03-12,13217,16225,62
2021-12-23,1470,1489,113
2021-12-23,7598,9195,53
2021-09-04,425,656,50
2021-12-07,45054,46390,66
2021-11-15,1295,1498,35
2022-06-17,5807,5725,129
2022-03-12,27,24,98
2022-06-17,4173,3928,53
2021-12-07,1307,1253,69
2021-01-09,144,124,115
2021-04-05,1336,1512,135
2021-09-04,893,737,128
2021-11-15,1472,1796,102
2021-12-07,5860,5505,60
2021-12-07,115,168,75
2021-09-04,346,524,14
2021-11-15,1,1,110
2021-09-04,2253,2432,94
2021-11-15,3563,3176,37
2021-04-05,14720,16674,63
2021-12-07,21632,18649,104
2022-04-08,965,1287,102
2022-05-17,3557,3665,116
2022-06-17,4837,6822,119
2022-06-17,703,1788,121
2022-05-17,18226,20399,62
2021-11-15,3342,3491,133
2022-04-08,34,37,110
2021-11-15,3808,9266,76
2021-11-15,44770,70901,66
2022-05-17,3051,2993,30
2021-11-15,1353,1586,113
2022-04-08,3726,3698,37
2021-09-04,3646,3423,53
2021-12-23,7554,10085,119
2021-12-23,15729,13157,65
2022-05-17,17,40,98
2021-09-04,88,255,69
2022-04-08,328,337,7
2022-04-08,643,967,113
2021-04-05,162,169,15
2021-12-07,1510,1713,79
2022-06-17,11227,11286,65
2022-04-08,7504,7598,76
2021-12-07,1376,1598,47
2022-03-12,152,531,92
2021-09-04,310,390,135
2022-03-12,16,63,36
2022-05-17,11153,10463,33
2021-12-23,7007,9046,47
2022-03-12,2,425,81
2021-09-04,12844,14658,63
2021-11-15,588,779,39
2022-05-17,689,1375,99
2021-04-05,173,183,126
2022-06-17,18671,26458,47
2022-05-17,3403,3514,12
2022-04-08,16313,22120,66
2021-09-04,267,263,15
2021-04-05,482,555,113
2021-12-07,1480,1514,121
2021-11-15,362,545,117
2021-04-05,4282,4882,53
2021-04-05,2043,3281,133
2022-06-17,4005,3628,109
2022-04-08,658,774,117
2022-05-17,6,9,86
2022-05-17,4,125,8
2021-09-04,2,2,110
2022-06-17,20790,20584,104
2021-09-04,163,126,102
2022-04-08,5448,6249,14
2021-11-15,852,931,21
2022-06-17,3182,6458,83
2021-04-05,2311,2277,77
2021-12-23,27442,24514,104
2021-11-15,4926,5151,94
2021-11-15,5953,5718,14
2021-12-07,15571,14738,65
2022-06-17,4705,7006,24
2021-09-04,6,10,37
2021-09-04,1514,1480,76
2021-12-07,5996,7972,119
2021-09-04,632,822,133
2021-12-23,12833,16286,17
2022-06-17,56,307,75
2022-05-17,16930,17363,103
2021-09-04,21,23,129
2022-03-12,377,328,82
2021-09-04,325,397,113
2022-04-08,2587,2695,69
2021-12-07,8,4,78
2022-03-12,18,110,1
2022-05-17,3144,4305,46
2021-01-09,92,135,50
2021-11-15,1019,1059,69
2022-04-08,2427,2024,39
2021-12-23,749,721,75
2022-04-08,1454,2088,21
2021-04-05,383,407,132
2022-04-08,3123,4093,53
2021-11-15,26947,25280,63
2022-06-17,792,828,79
2022-03-12,17,207,28
2021-12-23,1191,1249,79
2021-04-05,2362,2864,94
2021-11-15,3384,4123,135
2021-04-05,1178,2041,128
2021-11-15,10010,10767,53
2021-09-04,174,322,39
2021-11-15,1439,1116,96
2021-12-07,9884,11729,17
2022-05-17,186,177,43
2022-04-08,3463,6113,129
2022-06-17,10423,13163,60
2022-05-17,11781,13992,57
2022-05-17,6862,6240,20
2022-04-08,140,243,96
2021-01-09,6282,6701,61
2021-12-23,1982,1953,121
2022-04-08,198,209,51
2022-04-08,13478,17108,63
2022-06-17,12452,15956,67
2022-03-12,505,940,41
2021-12-23,11959,11688,60
2021-01-09,285,329,100
2021-11-15,18672,19538,105
2021-12-07,274,199,85
2022-03-12,2592,2676,53
2022-06-17,7957,9044,58
2021-09-04,131,15,131
2022-06-17,1858,2449,136
2022-05-17,3088,3246,5
2021-12-23,7916,8758,58
2021-04-05,267,305,3
2021-01-09,12,35,11
2022-03-12,107,98,51
2021-01-09,1097,1247,72
2021-04-05,296,276,34
2021-01-09,23,84,28
2021-11-15,768,826,125
2021-01-09,1,1,6
2021-12-07,1078,1249,111
2022-04-08,928,896,125
2022-03-12,595,745,102
2022-03-12,1724,2132,14
2021-11-15,2617,2250,134
2022-04-08,9898,8917,134
2021-09-04,5172,5700,68
2021-09-04,320,327,4
2022-04-08,4004,5014,49
2021-09-04,317,312,34
2022-03-12,13471,16216,66
2022-03-12,34,389,69
2021-12-23,482,1498,85
2021-12-07,6574,7382,91
2022-05-17,98,286,124
2022-05-17,14455,14982,101
2021-09-04,6615,7180,105
2022-03-12,11918,12346,63
2022-03-12,15,332,39
2022-04-08,61,283,9
2021-12-07,4129,4178,58
2021-01-09,4004,3620,18
2022-05-17,4,40,0
2021-11-15,1633,1774,131
2022-03-12,2121,1415,117
2021-04-05,7186,8242,105
2021-11-15,2727,2508,10
2021-12-23,939,1440,55
2022-04-08,1177,1261,10
2022-04-08,1343,1978,131
2021-11-15,37455,19059,68
2022-03-12,191,323,21
2021-09-04,729,114,10
2022-04-08,24940,27595,68
2022-03-12,246,209,110
2021-09-04,137,30,125
2021-11-15,1461,2639,4
2022-03-12,10,146,37
2021-12-23,2845,4087,136
2022-03-12,3961,7935,76
2022-03-12,19,17,7
2022-04-08,1123,1028,4
2022-03-12,1641,3893,129
2021-12-23,6677,8240,91
2021-09-04,140,133,29
2022-06-17,3551,3699,111
2021-09-04,636,700,134
2022-03-12,474,744,113
2021-12-23,700,966,111
2021-01-09,1206,2464,90
2021-05-17,3024,3430,94
2022-03-18,5056,3282,55
2021-12-01,21384,21133,104
2021-03-27,4070,4593,18
2021-03-27,127,124,28
2022-03-31,11324,13403,104
2022-03-31,5328,12266,119
2021-12-01,4987,6360,119
2021-06-29,661,631,34
2022-04-22,5310,5403,120
2021-03-16,308,308,50
2021-05-17,1852,2158,135
2021-12-01,8862,11630,17
2021-04-18,46,48,34
2021-05-17,3950,4621,53
2021-06-04,894,1151,50
2021-06-29,1,3845,68
2021-05-17,654,641,132
2022-04-22,14,15,13
2021-06-04,1216,1007,5
2022-03-18,5753,6045,91
2021-05-17,2135,3469,133
2021-03-16,1888,3150,122
2021-01-30,1936,2225,90
2021-06-11,4281,4218,91
2022-03-18,12250,12775,58
2021-03-16,265,292,118
2021-06-04,772,2035,122
2021-06-04,228,157,118
2022-04-22,5226,5488,97
2022-03-31,74,463,67
2021-02-18,16824,18633,63
2021-03-16,13083,15036,61
2021-04-18,4165,4865,105
2021-05-17,2529,2447,77
2021-09-23,439,539,111
2021-03-27,19,28,6
2022-04-22,2413,3532,44
2021-02-12,9223,10858,61
2021-02-18,2616,2023,15
2022-04-22,498,655,23
2022-03-31,1082,4867,24
2021-02-18,1228,1517,128
2022-03-31,1385,1652,121
2021-06-11,428,397,70
2021-01-30,12,85,11
2021-02-18,54,63,126
2022-04-22,3047,3709,31
2021-03-27,233,311,100
2022-03-18,4562,4337,136
2021-06-29,371,268,10
2022-03-18,32638,29474,56
2021-12-01,1378,1765,47
2021-12-01,1041,1158,121
2021-02-18,3,5,132
2021-02-18,5408,6560,53
2021-06-29,7878,8543,105
2021-12-01,8233,9350,60
2021-06-29,220,223,125
2022-03-31,219,143,75
2021-12-01,248,221,75
2021-05-17,6,7,37
2021-05-17,202,251,15
2022-03-31,7547,9183,65
2021-12-01,16401,14394,65
2021-03-27,66,74,11
2021-03-27,1977,2609,90
2021-05-17,1674,2625,128
2021-05-17,188,199,126
2021-01-30,994,1301,72
2021-06-04,10760,13407,61
2022-04-22,122,113,73
2021-02-18,2503,2404,77
2022-03-18,3871,3556,111
2021-05-17,15809,17146,63
2022-03-31,9354,10264,60
2022-04-22,119,111,74
2021-06-29,809,793,3
2021-02-18,210,232,113
2021-02-12,143,198,50
2021-03-27,876,1220,72
2021-03-16,386,332,115
2021-09-23,2576,3200,91
2021-01-30,266,302,100
2021-06-29,318,273,29
2022-04-22,596,650,87
2021-02-12,295,255,115
2021-02-12,1692,3073,122
2021-05-17,593,678,113
2021-02-18,1907,3250,133
2021-02-27,86,131,70
2022-03-18,15100,12231,85
2022-03-31,271,293,78
2021-01-30,4614,5416,18
2021-01-30,102,69,28
2021-02-18,2203,2661,94
2021-02-12,103,111,118
2021-02-18,1088,1226,135
2022-04-22,1652,2427,45
2021-04-18,76,61,3
2021-12-01,1183,1836,79
2021-01-30,3,3,6
2022-03-31,749,768,79
2021-09-23,2044,2206,127
2021-03-27,6957,9739,63
2021-02-12,7285,7620,18
2021-05-17,386,380,34
2021-03-27,334,388,135
2021-06-11,157,186,88
2021-02-18,378,316,34
2021-01-30,7035,9071,63
2021-02-12,2874,3580,90
2021-02-27,513,454,97
2021-09-23,299,332,23
2021-01-30,468,498,135
2021-05-17,265,308,3
2022-04-22,709,943,99
2022-03-18,261,1979,45
2022-04-22,6678,6420,33
2021-06-04,9251,8448,18
2021-02-18,115,146,3
2021-03-27,144,345,15
2021-09-23,4,3,87
2022-03-18,187,381,23
2021-06-04,479,398,93
2022-03-31,17935,22929,56
2021-09-23,2991,3757,71
2021-03-16,3529,4243,90
2021-01-30,237,215,15
2021-06-29,652,798,121
2022-04-22,4922,4699,20
2021-06-11,889,810,13
2022-03-18,4324,4180,97
2021-09-23,685,576,22
2022-03-31,6468,7903,58
2021-06-11,2284,3992,84
2022-04-22,10612,12054,103
2022-04-22,504,512,8
2022-04-22,8977,9233,57
2021-01-30,595,2050,133
2022-03-18,600,595,87
2022-03-31,1638,2485,55
2021-03-27,17,23,126
2021-04-18,3951,4406,65
2021-03-27,132,1379,133
2021-01-30,3205,3700,53
2021-03-16,7214,7077,18
2021-03-16,5,5,93
2022-03-18,5802,5832,31
2021-12-01,3833,4240,58
2022-03-18,117,107,74
2022-03-18,7928,6122,120
2021-06-29,16463,17465,104
2021-03-27,85,118,113
2021-09-23,3331,4310,31
2021-06-04,5099,4296,90
2021-04-18,83,70,79
2021-06-11,5385,4831,44
2021-03-27,946,688,77
2021-02-12,190,184,28
2021-06-11,339,259,23
2021-06-04,343,448,100
2021-09-23,2,3,130
2021-01-30,857,848,77
2022-03-31,6136,6562,85
2021-01-30,104,120,113
2021-02-12,1858,1559,11
2021-02-12,1131,1158,6
2021-06-04,217,222,28
2021-02-27,2258,2346,31
2021-04-18,407,579,121
2021-06-11,2388,3086,71
2021-12-01,7936,7578,91
2021-06-11,3315,2919,97
2021-01-30,5,15,126
2021-06-04,1945,2012,11
2021-06-11,100,81,87
2022-04-22,652,871,30
2021-12-01,247,198,85
2021-03-16,15,13,6
2022-04-22,1451,1565,43
2021-02-27,112,106,88
2022-04-22,2049,1837,25
2022-04-22,12841,17169,62
2021-12-01,506,576,111
2021-06-11,251,319,22
2021-03-27,424,1453,128
2021-05-17,7459,8100,105
2022-03-18,133,114,73
2022-03-31,4047,4597,91
2021-09-23,384,386,97
2021-01-30,3347,3094,94
2021-09-23,7522,6633,44
2021-09-23,7,4,73
2021-03-16,542,693,100
2021-06-11,4186,3910,31
2022-04-22,2344,2504,98
2021-06-29,12973,13903,65
2021-01-30,381,1720,128
2022-04-22,2809,3988,46
2021-02-27,1460,3122,84
2021-02-18,5840,6754,105
2021-03-27,1103,1382,94
2022-03-18,4210,8337,44
2022-03-31,22,126,111
2021-09-23,3237,3930,84
2021-06-29,253,317,79
2021-09-23,281,399,88
2022-04-22,1085,986,86
2021-03-16,267,205,28
2021-02-12,2264,2825,72
2021-04-18,3266,4408,104
2022-03-18,1593,1656,13
2022-04-22,3703,2757,12
2021-02-12,400,486,100
2021-09-23,2,2,13
2021-03-16,25,373,11
2022-03-18,23,14,27
2022-03-18,2,31,2
2022-04-22,2259,2959,108
2022-04-22,4207,4068,107
2022-03-31,1540,2272,136
2021-03-27,2622,3356,53
2022-04-22,380,705,116
2021-03-16,2884,3408,72
2022-03-18,39,9,26
2021-12-01,3,4,74
2022-04-22,17,10,0
2021-02-12,970,1928,128
2021-03-27,241,216,34
2022-03-18,2722,2734,116
2021-09-23,4113,5198,64
2021-06-04,1223,1773,135
2021-12-01,1194,1208,13
2021-02-12,997,1338,94
2021-02-27,3141,3461,25
2022-04-22,509,779,124
2022-04-22,12716,12989,101
2022-03-31,26,17,74
2021-12-01,7320,8319,84
2021-12-01,6519,6879,31
2021-02-18,84,120,79
2021-03-16,2776,2435,77
2021-03-27,77,94,3
2021-03-16,1663,2898,128
2021-05-17,11227,13147,104
2021-12-01,13,28,73
2021-02-18,10227,12236,104
2021-06-29,445,409,70
2022-03-18,17422,17422,62
2021-06-29,5100,5136,91
2022-03-31,2,12,13
2021-01-30,244,186,34
2021-06-11,5798,7581,33
2021-12-01,937,900,23
2021-03-16,7127,7734,53
2022-03-18,1123,1179,30
2021-09-23,152,140,43
2021-05-17,261,249,79
2021-03-16,2304,3117,94
2021-09-23,2697,3162,25
2021-09-23,32900,41722,62
2022-03-18,2529,1605,64
2021-02-27,122,119,38
2022-03-31,3103,3723,31
2022-03-18,3821,3460,98
2022-03-18,7182,4641,46
2021-06-04,1675,1716,15
2021-02-12,915,1063,135
2021-09-23,9,18,98
2021-01-30,49,86,3
2021-02-12,14871,17600,63
2021-02-12,5643,6556,53
2021-06-11,240,406,38
2021-03-16,1592,1834,135
2022-03-18,13012,11683,33
2022-03-31,362,408,23
2021-09-23,2026,2230,89
2021-06-11,10886,10258,103
2021-06-04,2010,3486,133
2022-03-31,5751,6821,120
2021-02-12,643,721,15
2021-09-23,2,7,86
2022-03-31,1,33,87
2021-06-04,17801,18479,63
2021-02-27,16454,20168,62
2022-03-18,4964,6181,12
2021-12-01,10,13,130
2022-03-18,4303,5659,89
2021-06-11,348,1687,26
2021-02-27,226,225,98
2021-09-23,650,932,108
2022-03-31,1351,1454,45
2021-06-04,4224,4842,53
2022-03-18,2030,2654,108
2021-05-17,454,480,121
2021-02-18,475,203,121
2021-09-23,1016,760,116
2021-09-23,733,1741,12
2021-12-01,1522,1203,120
2021-04-18,137,126,70
2022-03-18,5217,5024,107
2021-02-27,12,14,108
2022-03-31,3107,6269,44
2021-03-16,2319,2043,15
2022-03-18,1124,947,86
2022-04-22,2921,3029,5
2021-03-16,5,9,132
2021-02-18,10544,11427,65
2021-06-04,480,562,113
2021-02-27,3123,3219,33
2021-02-12,43,49,126
2021-06-11,3517,4599,64
2021-05-17,10311,11278,65
2021-03-16,2200,3840,133
2021-09-23,6364,6235,33
2021-12-01,8,7,114
2022-03-31,1,7,2
2021-02-12,1324,3082,133
2021-03-16,19362,19215,63
2021-12-01,10124,9340,44
2021-09-23,1,5,8
2021-06-11,2545,3381,25
2021-02-12,248,253,113
2021-06-04,2136,1914,37
2022-03-18,611,571,8
2021-01-30,3674,4435,105
2021-02-12,264,277,132
2022-03-18,13362,14226,103
2022-03-18,2187,2593,99
2021-03-27,4784,5846,105
2022-03-31,1,14,127
2021-02-12,2084,2007,77
2022-03-18,5869,5824,25
2022-03-18,3005,2720,43
2021-09-23,14814,13895,103
2021-09-23,4709,6243,57
2021-06-04,241,301,132
2021-06-11,23241,30910,62
2021-03-16,481,517,113
2021-06-11,365,391,112
2021-06-11,804,691,98
2021-06-04,3128,2738,77
2021-06-04,1515,2430,128
2021-12-01,4337,4669,127
2021-03-16,104,125,126
2021-06-11,262,354,108
2021-12-01,2316,2376,97
2021-02-27,10977,9757,103
2021-02-27,3037,3236,64
2021-06-11,469,589,116
2021-06-11,90,97,86
2022-03-18,15323,16402,57
2022-03-18,7068,6238,20
2022-03-31,2965,3081,97
2021-06-04,2335,2537,94
2021-09-23,592,1036,26
2021-09-23,6787,6392,19
2021-09-23,12362,16118,61
2022-03-31,14225,16137,62
2021-01-30,5043,6638,104
2022-03-31,35,1420,20
2022-03-31,19,32,98
2021-09-23,768,876,5
2022-04-22,844,1212,81
2021-12-01,963,1003,30
2021-04-18,530,2018,84
2021-06-04,256,73,10
2022-04-22,213,278,28
2022-03-18,3591,3702,5
2021-12-01,57602,50432,62
2021-12-01,1917,2826,26
2021-12-01,1595,1545,116
2022-04-22,1624,2486,41
2021-06-04,169,148,125
2021-03-27,4286,6245,104
2021-02-27,174,209,50
2021-06-04,427,451,34
2021-12-01,7345,6813,64
2021-12-01,4332,3890,98
2022-03-31,132,265,108
2021-03-27,21,22,79
2022-03-31,2739,2833,116
2021-06-04,422,442,3
2021-12-01,11929,12071,33
2021-02-12,197,168,34
2021-01-30,51,47,79
2021-06-29,2138,1989,97
2022-03-31,2330,3283,64
2021-12-01,660,832,99
2022-04-22,1971,1792,32
2021-04-18,9,10,22
2021-12-01,1496,1994,108
2022-04-22,6,57,1
2021-06-29,5598,5184,44
2021-12-01,2352,2846,12
2021-03-16,8166,10108,105
2022-03-31,9834,11176,33
2021-09-23,602,729,35
2021-06-11,824,2299,122
2022-03-31,1,2,8
2021-12-01,11798,12307,19
2021-04-18,795,925,31
2021-03-16,37,50,34
2022-04-22,2,13,40
2021-06-29,3532,4478,84
2022-04-22,2,4,36
2022-03-31,342,1093,99
2021-06-29,329,359,88
2022-04-22,300,296,80
2022-03-31,2184,2090,30
2021-12-01,3452,4007,89
2021-06-29,530,507,13
2021-03-27,373,152,121
2021-02-27,6943,8619,61
2021-02-12,106,140,3
2021-06-11,1257,1042,5
2022-03-31,8808,11655,57
