date,sr,fact,enc_hub
2022-01-30,949,1650,31
2021-10-27,1,116,36
2022-07-13,5668,5542,129
2021-10-27,252,356,41
2021-08-09,468,480,79
2022-02-15,178,185,114
2022-06-24,1718,1778,82
2022-02-15,5780,4833,127
2022-04-15,779,951,30
2022-04-15,2725,19,64
2022-07-13,942,1041,117
2021-08-09,12041,13204,104
2022-04-15,1757,1845,43
2021-10-27,48,12,32
2022-04-15,18797,20408,62
2022-04-15,2651,3135,25
2022-02-15,8,4,27
2021-08-09,631,727,121
2021-11-09,800,918,35
2022-01-30,281,322,23
2022-04-15,2409,2613,98
2022-07-13,2800,3084,21
2022-01-30,2006,2234,120
2022-07-13,11,38,110
2022-06-24,918,1568,41
2022-07-13,179,311,37
2022-04-15,2932,4195,46
2022-04-15,918,808,86
2022-07-13,5532,5048,76
2022-07-13,5,140,7
2021-11-09,4,4,0
2022-06-24,514,527,28
2022-04-15,2258,3057,108
2022-04-15,2141,2815,12
2022-02-15,3483,3580,97
2021-10-27,250,337,28
2022-04-15,4432,4155,107
2021-08-09,9987,11371,65
2022-01-30,16,20,114
2022-02-15,1,1,73
2022-07-13,3741,4676,53
2022-07-13,66,2180,96
2022-02-15,94,91,74
2022-04-15,6131,7979,33
2022-06-24,4,127,92
2022-04-15,636,918,99
2022-07-13,3423,4294,14
2022-07-13,140,571,51
2022-04-15,571,570,8
2022-02-15,235,318,13
2022-01-30,2191,3349,44
2022-02-15,8158,8936,84
2022-02-15,5636,6039,31
2022-06-24,17,43,81
2022-04-15,11111,13101,103
2022-04-15,4944,4819,20
2022-06-24,5,152,1
2022-02-15,5,237,130
2022-04-15,8834,13030,57
2021-11-09,2238,2152,122
2021-10-27,276,395,93
2022-06-24,5,3,36
2022-01-30,1436,1307,127
2022-02-15,582,536,23
2022-02-15,7380,8041,120
2022-06-24,506,416,80
2022-02-15,2,23,87
2021-11-09,1835,1888,5
2022-06-24,4,2,40
2022-01-30,660,671,97
2022-07-13,3559,3472,69
2021-10-27,97,90,81
2021-08-09,8867,8765,17
2022-06-24,2911,2787,69
2022-07-13,20,582,125
2022-02-15,14025,17641,57
2022-04-15,2754,2961,5
2021-10-27,28472,31088,66
2022-02-15,17600,19385,103
2022-01-30,9584,14516,62
2021-10-27,584,598,117
2022-02-15,5947,5718,46
2022-07-13,5381,5438,134
2022-06-24,16133,17274,63
2021-10-27,1674,1918,133
2022-02-15,3263,3732,89
2022-01-30,1,24,98
2022-02-15,629,609,86
2022-06-24,1985,2031,39
2022-01-30,312,568,108
2022-01-30,832,873,26
2022-01-30,284,187,116
2022-02-15,6177,6354,107
2022-02-15,1971,2527,12
2021-11-09,385,381,41
2022-01-30,316,349,30
2022-06-24,278,600,51
2022-06-24,4223,4047,37
2022-01-30,1066,1403,12
2022-06-24,462,483,7
2021-10-27,666,853,113
2022-06-24,1674,2043,21
2021-10-27,4045,4118,76
2021-03-05,1507,1409,97
2022-01-30,6589,6510,19
2021-08-09,3591,3850,91
2022-01-30,3800,3833,64
2022-01-30,327,280,99
2021-10-27,661,780,39
2021-03-05,1904,3833,84
2021-03-05,61,117,88
2021-10-27,1491,1417,37
2022-07-13,1753,1882,10
2022-01-30,2861,2950,33
2021-10-27,3,2,110
2022-02-15,5329,6493,25
2022-06-24,5783,5236,129
2022-06-24,4025,3938,53
2022-02-15,3459,3157,43
2022-02-15,28548,31112,62
2022-07-13,22703,27139,68
2021-10-27,2648,3229,94
2022-06-24,5722,4131,96
2022-04-15,39,12,0
2022-02-15,4144,4845,20
2022-01-30,1135,1404,89
2022-06-24,5962,6289,76
2022-02-15,18,145,98
2022-04-15,12353,13777,101
2022-07-13,1275,1391,4
2022-01-30,3127,4802,103
2022-04-15,422,823,124
2022-01-30,3466,5627,57
2021-10-27,3233,3728,14
2022-01-30,1988,2958,46
2022-01-30,1213,1860,107
2022-02-15,1902,2452,108
2022-02-15,367,1,26
2022-01-30,16,17,86
2021-11-09,1,8,81
2022-07-13,6805,6958,49
2021-11-09,278,399,92
2022-06-24,193,202,110
2022-02-15,2982,3130,116
2021-10-27,3819,4574,53
2021-10-27,464,603,69
2021-11-09,377,315,36
2021-10-27,761,572,96
2022-07-13,11361,13202,105
2022-07-13,3,12,9
2022-02-15,6491,7420,64
2022-02-15,2338,2296,30
2022-02-15,13126,12349,19
2022-06-24,438,649,117
2021-10-27,1681,2215,135
2021-03-05,72,120,22
2021-10-27,19618,20939,63
2021-11-09,529,489,28
2021-08-09,467,370,70
2022-06-24,4889,5848,14
2022-02-15,3,8,8
2022-02-15,13960,14571,33
2022-02-15,989,1297,99
2022-01-30,179,204,43
2022-07-13,1599,2590,131
2022-01-30,1634,1968,25
2021-03-05,2942,3289,31
2021-10-27,616,929,102
2021-11-09,1,2,32
2022-05-29,537,1030,136
2021-03-12,8471,9934,65
2022-05-16,1,2,73
2021-10-22,11637,13767,104
2022-05-29,1017,1350,85
2021-10-22,677,1012,119
2022-01-24,21,22,74
2021-12-30,4781,6775,134
2021-05-23,58,57,79
2022-01-24,59,131,130
2022-03-15,13903,13005,65
2022-01-24,262,249,23
2022-03-15,259,254,75
2022-05-29,8478,10988,56
2022-04-05,7308,7224,49
2022-05-15,2537,3090,49
2021-10-22,7703,9315,17
2021-07-21,5229,4771,91
2022-01-24,6707,7447,84
2022-05-16,4,5,87
2022-04-05,34623,36874,68
2021-05-04,275,307,3
2022-01-24,76,71,114
2021-05-23,4529,4472,65
2021-12-30,1360,1143,4
2022-05-15,8143,10343,68
2022-01-24,67,66,73
2022-05-15,292,628,10
2022-05-16,57,61,74
2022-05-29,2716,3125,58
2021-05-04,131,77,29
2021-03-12,118,129,79
2022-05-16,289,272,2
2022-01-24,7345,7150,44
2022-03-15,8050,9646,119
2021-07-21,491,411,70
2022-05-29,3,4,111
2021-10-22,515,596,47
2022-01-24,3445,3648,127
2022-03-15,8197,9101,60
2021-10-22,846,954,121
2022-04-05,673,897,10
2022-01-24,366,2346,120
2022-03-15,1358,1366,79
2021-05-04,414,402,34
2021-12-30,4018,3454,10
2022-05-16,5849,6779,120
2022-03-15,32,2,17
2022-03-15,22743,23133,104
2021-10-22,78,74,75
2022-05-15,2,243,125
2022-04-05,1320,1384,125
2022-05-16,10,31,23
2021-12-30,823,868,49
2021-10-22,10330,12728,65
2022-05-16,1768,2336,45
2022-01-24,1586,1793,97
2022-05-16,156,36,44
2021-03-12,7715,9748,104
2022-05-16,18,19,13
2022-01-24,3688,4233,31
2021-12-30,522,604,125
2021-12-30,36928,60281,68
2021-05-23,59,61,121
2021-12-30,2107,2055,131
2022-03-15,2324,2135,24
2021-03-12,417,374,121
2022-05-29,582,3154,55
2022-05-15,985,1306,131
2022-04-05,2303,2334,131
2022-05-29,2461,2618,91
2022-05-16,2777,3503,31
2022-01-24,1335,1459,13
2021-05-23,3540,5008,104
2022-05-15,1,5,9
2022-03-15,1987,1953,121
2022-05-15,34,287,134
2022-04-05,9176,6875,134
2021-03-12,1,118,16
2021-12-30,12417,12398,105
2022-04-05,1951,1801,4
2022-05-15,188,453,4
2021-05-04,7423,8306,105
2021-10-22,616,665,79
2021-07-21,2461,2985,71
2021-07-21,872,531,97
2022-01-24,10032,12133,19
2022-05-16,6674,8795,33
2022-05-29,872,1012,120
2021-10-22,42,58,85
2022-03-15,10892,9821,85
2021-12-30,25444,22872,104
2021-07-21,6238,5518,44
2021-07-21,269,357,22
2022-03-15,4553,3823,111
2021-05-04,307,402,121
2021-12-30,15219,13560,17
2022-01-24,761,1292,99
2021-05-23,52,55,70
2021-12-30,664,758,79
2021-12-30,143,157,75
2022-01-24,7714,8672,33
2022-05-16,66,1155,20
2022-05-15,14,359,121
2022-01-24,11678,14967,57
2021-10-22,2892,3697,91
2022-01-24,13350,15827,103
2022-04-05,2007,3208,24
2022-04-05,7911,8971,119
2022-03-15,6733,6921,91
2021-05-04,12234,13381,104
2021-10-22,482,569,111
2022-01-24,30927,33335,62
2022-05-16,1670,1875,30
2021-12-30,953,1004,121
2022-05-15,4719,4880,104
2022-05-16,8939,9426,103
2022-03-15,2850,2803,136
2022-05-16,327,393,99
2021-12-30,10374,12842,60
2022-01-24,1307,2089,26
2022-04-05,12222,12755,65
2022-04-05,267,259,75
2022-05-29,2,3,13
2022-05-16,3,3,8
2022-04-05,191,152,79
2022-05-16,2818,2790,43
2021-03-12,62,62,70
2022-01-24,1554,1701,30
2022-05-16,3362,3625,46
2022-01-24,4720,5874,64
2022-05-15,685,1097,109
2022-05-29,178,246,23
2022-05-16,2461,3003,12
2022-04-05,12293,8896,60
2021-07-21,2,2,13
2022-05-29,634,1544,45
2021-12-30,22661,17998,65
2021-12-30,6359,7265,119
2021-07-21,3698,5453,84
2021-07-21,4456,4031,31
2021-07-21,2,3,88
2022-05-29,19,141,87
2022-01-24,4123,5514,25
2022-03-15,22778,20970,56
2022-05-16,8023,9571,57
2022-01-24,1842,1884,43
2022-04-05,232,287,67
2022-01-24,3305,3908,89
2022-05-15,7767,10321,60
2021-12-30,6586,6171,47
2022-03-15,3647,3963,55
2022-04-05,18259,19719,104
2022-01-24,6161,7337,46
2022-01-24,2695,2838,98
2022-05-16,2127,2080,116
2022-05-15,74,32,75
2022-05-15,4299,4748,65
2022-05-16,605,652,86
2022-04-05,1935,1890,121
2022-03-15,14186,12959,58
2022-05-15,724,882,67
2022-05-15,358,324,79
2022-01-24,1303,1719,108
2022-05-16,14587,17444,62
2021-05-04,10039,10848,65
2021-07-21,390,340,23
2022-05-15,1956,2613,24
2021-05-04,254,236,79
2022-01-24,2089,2198,116
2022-05-29,860,893,31
2022-01-24,3950,5250,107
2022-05-15,1853,2493,119
2022-01-24,2501,3555,12
2022-05-16,2947,3140,98
2022-01-24,9,16,86
2022-04-05,27621,28962,56
2021-10-22,3,5,114
2021-10-22,1018,1059,97
2022-05-15,445,694,136
2021-10-22,5236,6192,44
2021-10-22,668,640,22
2021-07-21,2675,2475,25
2022-05-15,5,26,111
2022-01-24,113,97,0
2021-05-04,427,410,70
2022-05-29,154,332,99
2022-05-29,2679,2500,33
2021-07-21,1119,1382,89
2022-05-29,93,167,8
2022-05-15,3045,2998,91
2021-07-21,300,279,38
2022-03-15,7029,10488,44
2021-12-30,2853,3206,55
2022-04-05,2923,3301,55
2022-05-15,958,1255,85
2021-05-23,1218,1051,97
2022-05-29,2269,2654,103
2021-10-22,1900,2404,127
2022-05-29,3361,4835,57
2021-07-21,582,554,116
2022-05-16,1775,1469,124
2022-05-29,10,650,20
2022-05-16,1827,2050,5
2022-04-05,9831,10932,58
2021-12-30,2433,2429,136
2021-03-12,95,129,22
2022-05-15,8976,11803,56
2021-05-23,369,2073,84
2021-12-30,5676,6159,91
2021-05-23,2,2,88
2021-03-12,3463,3823,31
2021-07-21,28311,33745,62
2022-03-15,4711,4186,97
2022-01-24,986,1297,122
2021-10-22,2072,2945,71
2021-12-30,749,820,111
2022-05-29,317,479,116
2022-03-15,164,196,13
2021-07-21,1118,1220,98
2021-07-21,561,753,108
2022-01-24,1630,1777,5
2021-10-22,1,1,73
2022-03-15,4548,3564,31
2022-03-15,345,293,74
2021-07-21,6080,6607,33
2021-10-22,394,501,88
2021-05-23,146,76,23
2022-04-05,9690,8967,85
2021-12-30,6408,7571,58
2022-04-05,3342,3115,111
2022-05-29,674,646,43
2021-10-22,382,424,13
2021-07-21,233,293,112
2022-05-29,4892,6364,62
2021-05-23,769,972,71
2021-10-22,3531,4271,84
2021-10-22,2786,2968,31
2021-05-23,20,21,22
2021-07-21,309,685,26
2022-03-15,10224,9161,120
2022-03-15,1,45,45
2022-05-16,9396,9820,101
2022-05-29,7,61,98
2021-03-12,1916,1859,97
2021-10-22,22,22,130
2022-03-15,1268,983,23
2021-10-22,615,614,120
2022-05-29,742,787,30
2022-04-05,5395,5553,91
2022-01-24,1291,1125,35
2021-10-22,297,304,23
2022-05-29,1065,1616,46
2022-05-15,497,1124,55
2021-10-22,324,354,87
2022-04-05,2569,3091,136
2022-05-29,1,2,86
2021-03-12,1799,3082,84
2021-03-12,48,52,88
2021-12-30,729,555,85
2022-05-16,1080,600,0
2022-05-29,998,1369,12
2021-05-23,833,861,31
2022-05-15,2899,3394,58
2021-07-21,11561,12276,103
2021-07-21,3694,4492,64
2022-05-29,42,25,0
2021-12-30,86,93,87
2022-04-05,258,225,74
2022-03-15,5768,5794,89
2021-10-22,10062,12732,103
2021-10-22,3162,4619,57
2022-04-05,5575,5834,31
2021-10-22,1418,1967,46
2021-07-21,983,1146,50
2021-10-22,2169,2121,89
2021-12-30,2049,1937,97
2022-03-15,3,24,8
2022-05-29,5907,5077,101
2022-03-15,17355,19322,57
2022-03-15,19199,17909,103
2022-05-29,33,340,124
2021-12-30,1656,3366,127
2021-10-22,192,180,86
2022-05-16,1,5,80
2022-01-24,558,1124,41
2022-03-15,5990,6425,46
2021-10-22,6360,6239,19
2022-01-24,735,796,28
2021-05-23,1647,1536,33
2022-01-24,16,25,81
2022-03-15,7856,7078,107
2021-03-12,19096,24343,62
2022-03-15,10,17,86
2021-10-22,162,186,107
2022-05-16,1633,1830,92
2021-10-22,1404,1815,12
2021-03-12,3325,4095,64
2021-05-04,340,316,88
2021-03-12,353,361,98
2021-05-23,1227,1355,25
2022-04-05,1686,1890,45
2022-04-05,721,628,23
2022-05-16,4,252,81
2021-05-23,2465,3134,103
2022-04-05,7300,5624,120
2021-07-21,11590,13958,61
2022-01-24,573,658,32
2022-01-24,24,66,1
2021-05-04,3257,3732,71
2021-03-12,3568,3597,33
2022-05-15,69,55,44
2021-12-30,5675,5800,31
2022-01-24,51,56,40
2022-03-15,2746,2509,43
2022-01-24,2,40,36
2021-12-30,69,63,114
2021-05-04,1425,1289,97
2022-05-16,886,986,32
2021-05-23,30,35,38
2022-03-15,5532,5318,25
2022-04-05,5,41,87
2021-03-12,90,123,112
2022-05-15,5,8,13
2021-03-12,6,8,108
2021-10-22,398,472,43
2021-10-22,3303,4068,25
2021-10-22,27544,36011,62
2022-05-29,7,32,5
2022-05-29,1346,1797,61
2021-10-22,1616,1775,98
2022-01-24,101,99,82
2022-03-15,23911,26062,62
2022-03-15,5280,3572,20
2021-05-04,105,111,13
2021-07-21,274,245,118
2022-05-16,147,134,40
2022-03-15,11,28,98
2021-05-04,1795,3550,84
2021-05-04,3757,3841,31
2022-03-15,2464,3108,108
2022-05-15,939,967,45
2021-12-30,4,1,27
2022-05-15,833,929,23
2022-05-16,607,562,1
2022-03-15,3760,2965,116
2021-12-30,16,21,130
2021-05-23,1326,1583,64
2021-10-22,802,1098,108
2021-05-04,52,90,23
2022-05-16,6,2,36
2021-05-23,11567,13796,62
2021-03-12,6633,7943,103
2022-04-05,3783,4265,44
2021-10-22,611,1050,26
2021-12-30,15,13,74
2021-12-30,1316,239,120
2021-10-22,1119,1051,116
2022-03-15,3087,2946,30
2022-03-15,5020,2823,12
2022-03-15,3975,1358,64
2022-05-16,708,746,28
2021-05-04,188,179,87
2021-07-21,806,2415,122
2021-05-23,4,6,98
2021-03-12,2176,3067,25
2021-10-22,3341,4562,64
2022-04-05,77,119,13
2022-01-24,1331,1058,92
2022-05-15,14,96,87
2022-03-15,556,836,99
2021-12-30,139,210,13
2021-07-21,1419,1304,5
2021-12-30,11420,10830,84
2021-10-22,6472,6005,33
2021-12-30,11704,8757,44
2021-12-30,5,7,73
2021-10-22,172,186,8
2021-05-04,197,196,22
2022-05-15,1064,1005,120
2022-04-05,3501,3737,97
2021-10-22,530,709,99
2022-03-15,14888,13989,33
2021-03-12,151,223,38
2022-05-15,927,1176,31
2021-12-30,1057,890,23
2021-05-23,514,465,108
2022-05-16,1580,2081,41
2022-01-24,5824,6559,76
2021-05-04,7,7,86
2022-01-24,871,1114,113
2021-05-04,212,305,38
2021-05-23,99,1543,122
2021-03-12,8728,11083,61
2021-07-21,125,139,93
2021-12-30,1725,1712,30
2022-05-16,3785,3451,53
2022-04-05,16118,17619,62
2021-12-30,1001,958,43
2022-05-29,406,495,28
2021-12-30,5915,5800,25
2022-05-29,4,10,81
2021-12-30,1351,2834,12
2021-12-30,14187,15484,57
2022-04-05,11,18,98
2022-01-24,766,890,102
2022-05-16,204,213,51
2021-10-22,722,788,35
2022-05-15,4125,3408,33
2022-01-24,9,15,110
2022-05-29,38,472,41
2022-04-05,3177,3133,116
2021-05-04,8826,10012,103
2021-10-22,1409,1374,122
2022-05-15,59,46,8
2022-05-15,2746,3104,103
2022-05-15,162,445,99
2021-05-23,418,298,115
2022-01-24,19,198,37
2021-12-30,3178,5013,89
2022-01-24,808,927,117
2021-07-21,271,262,28
2021-12-30,221,248,86
2022-04-05,11420,11251,33
2022-05-16,791,934,102
2022-04-05,4449,4192,12
2022-02-06,281,369,79
2021-06-28,10154,10932,103
2021-04-22,4395,3677,31
2021-08-15,2411,2068,33
2022-01-04,4,5,40
2021-12-25,2930,2902,10
2022-02-06,3896,7028,47
2021-08-15,283,418,108
2022-07-16,966,1189,79
2022-01-04,69,421,32
2021-12-25,392,287,125
2022-02-06,4135,5602,60
2022-01-04,46,72,1
2021-08-20,4626,4070,31
2021-06-28,3,2,86
2021-06-28,336,407,38
2021-08-20,3,3,130
2021-06-23,951,1155,50
2021-08-14,160,271,121
2021-08-20,416,391,13
2022-07-16,142,636,109
2022-01-04,592,535,36
2021-08-20,210,350,88
2021-04-22,2026,3181,84
2021-12-25,6942,7021,134
2021-06-28,663,568,116
2022-02-06,3360,4845,104
2022-04-19,8022,9923,119
2022-04-19,2203,3806,24
2021-08-20,3444,3847,84
2022-07-16,2120,2521,119
2021-08-14,5957,6942,104
2022-01-04,265,272,28
2022-02-06,12,174,121
2022-07-16,3897,3751,24
2022-01-04,277,391,41
2021-12-25,53668,54891,68
2021-08-15,155,268,26
2021-08-15,2852,3589,103
2022-04-19,300,273,75
2021-08-20,326,316,23
2022-04-19,14726,13500,65
2022-07-16,2951,3829,48
2021-06-23,13592,15479,61
2022-07-16,384,610,75
2021-04-22,249,256,22
2021-06-28,28833,31103,62
2022-07-16,132,560,121
2022-07-16,22,18,65
2021-12-25,926,863,4
2022-04-10,276,403,92
2021-06-28,2694,3099,25
2022-01-04,574,424,92
2021-06-23,252,228,118
2022-04-10,2,7,28
2021-06-28,919,1052,98
2021-08-20,2606,3485,71
2022-07-16,1,1,78
2022-04-10,1,3,32
2022-04-19,87,317,79
2021-08-20,3296,3163,97
2021-12-25,377,443,49
2022-07-16,12666,16252,47
2021-08-20,6293,5693,44
2021-08-20,386,505,22
2021-08-15,1641,2125,64
2021-08-20,171,209,87
2021-12-25,10268,10753,105
2022-07-16,9063,12023,60
2021-08-15,1452,1578,25
2021-06-28,461,431,112
2022-04-19,2167,2845,67
2021-08-15,474,767,89
2021-06-28,128,140,108
2022-07-16,9212,13836,67
2022-04-10,551,974,41
2021-06-28,817,2372,26
2022-04-19,12435,10812,60
2022-04-19,20473,20574,104
2021-12-25,1062,1161,131
2022-07-16,1486,2136,83
2022-07-16,8483,8892,104
2021-06-23,1451,1331,5
2021-04-22,1,1,88
2021-08-15,12659,16225,62
2022-04-19,1775,2125,121
2021-06-23,707,2131,122
2022-02-06,1852,2613,119
2022-01-04,2,9,81
2022-02-06,311,270,24
2021-06-28,5616,5049,33
2021-08-15,2,4,98
2021-08-15,221,77,116
2022-02-06,2499,3019,17
2021-08-14,7138,6832,17
2021-08-14,4950,6143,65
2021-04-22,322,638,97
2021-06-28,4525,4854,64
2022-04-10,91,169,82
2021-08-14,166,155,79
2022-02-06,55,79,75
2022-02-06,2385,3995,65
2021-06-23,468,486,34
2022-01-04,6918,7155,60
2021-06-23,2,28,10
2021-12-25,309,267,23
2022-02-06,1281,1466,89
2021-08-15,963,1106,76
2022-07-16,12060,15827,62
2022-02-06,3324,5255,57
2022-01-04,54,97,75
2022-07-16,44,1068,20
2022-02-06,2,2,8
2021-06-23,255,216,125
2022-02-06,3383,5448,103
2022-04-19,20376,22652,62
2021-08-15,183,196,113
2021-12-25,3062,3932,127
2021-06-28,1798,1831,15
2022-04-19,4901,4052,116
2022-01-04,9561,10635,104
2022-07-16,126,131,98
2022-01-04,625,696,79
2022-02-06,1168,1869,107
2022-02-06,1813,2983,46
2022-04-19,31,51,98
2021-06-23,125,4,29
2022-07-16,505,1841,116
2022-07-16,280,796,99
2021-08-20,432,601,100
2021-08-14,6507,7474,103
2021-06-28,16685,17473,63
2022-01-04,3056,5240,47
2021-12-25,786,686,97
2021-12-25,1,7,87
2021-06-23,844,769,3
2021-08-15,50,77,102
2021-04-22,4750,4447,90
2021-06-28,1902,2162,135
2022-07-16,1283,1271,42
2022-04-10,17,104,67
2022-04-10,65,45,75
2022-04-19,500,1340,99
2021-08-15,1329,1471,94
2022-04-10,6215,6583,60
2021-12-25,4310,3890,31
2022-07-16,2115,2394,12
2022-04-19,12827,11070,33
2021-12-25,73,13,114
2021-12-25,5,4,74
2022-04-19,4026,2673,12
2021-08-15,602,433,128
2021-08-14,1,1,43
2022-07-16,687,717,30
2022-04-19,49,328,108
2021-08-14,1909,2117,25
2022-04-19,2925,2969,30
2022-04-10,2071,3001,65
2021-06-28,1,1299,110
2022-04-10,902,1321,24
2022-04-10,1474,1603,119
2021-06-28,4,6,37
2022-02-06,1618,2047,25
2021-04-22,9190,8611,18
2022-01-04,6,3,78
2022-02-06,138,169,43
2021-06-28,2426,2623,133
2022-07-16,5404,5385,33
2021-06-28,2953,2972,76
2021-06-28,480,562,113
2022-01-04,1230,1349,121
2022-04-10,384,374,79
2021-12-25,39,37,130
2021-12-25,1940,2974,120
2021-06-28,4248,4882,53
2021-08-20,157,181,93
2022-04-19,6,7,86
2022-04-19,9,8,8
2022-02-06,9144,14098,62
2022-07-16,9602,12115,57
2021-08-15,264,310,135
2022-01-04,9430,10750,65
2022-02-06,351,224,20
2022-07-16,21,123,8
2021-08-14,227,357,26
2021-08-15,7329,9516,63
2021-08-14,20520,23655,62
2021-08-14,324,194,116
2022-02-06,454,591,26
2022-04-10,6,169,121
2022-04-19,6286,5196,107
2022-07-16,17,214,46
2022-04-19,18610,19229,103
2021-08-15,71,118,39
2022-02-06,279,224,116
2021-06-28,3469,3444,94
2021-08-14,3,8,98
2021-08-15,428,471,15
2022-07-16,3,12,86
2021-06-28,1456,2721,128
2022-01-04,4495,4841,119
2022-04-19,3604,5261,46
2021-04-22,74,89,6
2021-12-25,3,9,13
2021-04-22,2189,3141,72
2021-08-14,4265,5262,33
2022-01-04,4560,5150,17
2021-06-23,6555,7193,105
2021-08-20,204,208,28
2022-02-06,1055,1316,12
2021-04-22,335,474,100
2021-08-15,1,25,37
2022-04-19,8235,7068,43
2022-04-10,3536,4551,104
2021-08-14,2427,3019,64
2021-08-14,263,462,108
2021-08-15,460,631,133
2022-02-06,292,350,30
2022-02-06,417,760,108
2022-02-06,6603,7362,19
2022-02-06,219,225,99
2022-02-06,2346,2874,64
2021-08-20,1233,1600,11
2022-04-19,3960,3326,25
2022-04-19,16239,19331,57
2021-04-22,216,224,28
2021-06-28,507,536,132
2022-04-19,7454,6231,20
2021-12-25,4768,6259,84
2021-12-25,9414,8910,44
2022-02-06,2441,2984,33
2021-08-14,331,578,89
2021-04-22,179,136,11
2021-08-15,2223,2819,53
2022-04-19,2548,3249,136
2021-08-15,92,148,5
2022-02-06,1845,2218,55
2021-04-22,301,366,38
2021-12-25,1081,1175,121
2021-08-20,58,65,8
2021-08-20,91,88,86
2021-04-22,4828,5256,33
2022-01-04,401,375,96
2022-04-10,5651,7914,66
2021-08-20,5652,5496,33
2022-04-10,1335,1913,53
2021-04-22,1105,1074,108
2022-04-19,2397,3122,55
2021-08-20,603,657,108
2021-08-20,895,1969,57
2022-04-10,736,1045,14
2022-04-10,3,105,69
2021-08-20,280,335,112
2021-04-22,147,202,112
2021-12-25,16625,15959,65
2021-12-25,429,522,75
2022-04-19,26993,30594,56
2022-02-06,1517,1955,91
2022-07-16,7265,9197,58
2022-04-10,31,119,39
2022-04-10,134,329,113
2022-02-06,2072,3148,58
2022-01-04,923,1036,102
2021-06-23,10040,8525,18
2022-01-04,2202,2477,76
2021-04-22,4,5,98
2022-01-04,16756,17540,63
2022-04-10,26,53,21
2021-06-28,751,2512,122
2021-08-20,894,980,98
2021-04-22,23488,28718,62
2022-01-04,495,713,37
2021-08-20,22744,31578,62
2021-06-28,973,1225,50
2021-08-20,2769,3283,25
2021-04-22,2196,2896,25
2022-04-10,1,1,7
2022-01-04,644,701,39
2022-01-04,3530,4197,53
2022-04-19,11229,13394,58
2021-08-15,73,48,118
2021-06-23,297,283,28
2021-08-15,200,286,122
2021-12-25,5947,8154,119
2022-01-04,31685,34346,66
2022-07-16,459,642,136
2021-12-25,11212,11146,60
2022-04-19,9440,10215,85
2022-02-06,352,608,136
2022-04-10,155,319,117
2021-08-15,548,714,50
2021-12-25,8668,11523,17
2021-12-25,649,661,79
2021-12-25,26540,24585,104
2021-12-25,5617,8260,47
2021-06-28,102,71,118
2022-01-04,241,336,117
2021-08-15,4779,5931,61
2021-04-22,10112,9871,103
2022-04-10,799,907,76
2022-01-04,576,784,21
2021-06-23,417,591,100
2022-01-04,41,39,110
2021-08-20,13310,12621,103
2021-08-20,5,3,43
2022-04-10,2598,3353,129
2021-08-20,3600,4655,64
2022-07-16,5,33,111
2021-04-22,3875,4716,64
2022-02-06,2,11,111
2022-04-10,2,24,51
2021-06-28,12674,13748,61
2022-04-10,160,145,110
2022-04-10,421,668,102
2021-08-14,2756,3005,91
2021-06-23,77,66,93
2021-08-20,870,747,116
2022-01-04,585,820,113
2021-08-20,710,987,89
2021-08-14,445,419,70
2021-06-28,759,776,5
2022-01-04,3370,3523,14
2022-01-04,371,472,69
2022-04-19,11095,11182,91
2022-04-10,5394,6898,63
2021-06-23,2134,2428,11
2022-02-06,105,151,85
2022-04-10,36,97,37
2021-08-20,358,624,26
2022-01-04,3340,3710,94
2022-04-19,4098,4043,111
2021-08-15,56,92,100
2022-04-19,207,188,74
2022-07-16,2,11,13
2021-12-25,1420,2792,55
2022-01-04,247,377,125
2021-06-23,1051,1549,135
2022-07-16,1886,2255,31
2021-06-23,19832,19060,63
2022-04-19,5411,5306,31
2022-04-19,69,112,13
2021-08-20,303,280,118
2022-01-04,3147,3197,134
2022-04-10,430,724,131
2021-06-23,2116,2201,15
2022-07-16,149,128,73
2021-08-14,1,2,114
2021-08-14,5439,5776,44
2022-02-06,28,33,114
2021-04-22,247,236,118
2022-02-06,1928,2937,44
2021-08-15,31,40,28
2022-04-19,737,732,23
2022-07-16,2635,3806,45
2021-08-14,185,182,88
2022-04-19,2043,2351,45
2022-07-16,1042,1185,23
2022-07-16,2043,1669,120
2022-04-19,3,34,87
2022-02-06,1470,1354,127
2021-08-20,763,792,5
2021-06-28,286,258,28
2021-08-14,1513,1839,71
2021-06-23,3,115,37
2021-06-28,822,895,100
2022-04-10,249,316,4
2021-08-20,1055,1041,122
2022-04-10,8989,10514,68
2021-06-28,1453,1873,11
2021-12-25,382,509,111
2021-06-23,1902,2046,133
